dundalk_bay;000024
miandoab;00b465
doloodyn_gobi;00b46f
pattiw_high_sea_3;00b479
mariana_islands_high_sea_2;00b488
sechenovo;00b506
zhalong;00b510
kumtura;00b51a
sara;00b51f
chesapeake_channel;00b5ba
atlantic_gulf_stream14;00b5dd
atlantic_north_atlantic_current3;00b5f1
lake_lednikovoye;00b5fb
firuzkuh_afghanistan;00b63d
sipiweske;00b647
chyhyryn;00b65b
calang;00b665
an_nafud4;00b674
rylsk;00b688
new_zealand_high_sea_9;00b692
tenggarong;00b701
lichtenberg;00b70b
neustadt_am_rubenberge;00b715
munduyskoye_lake;00b7a6
ela_point;00b7b0
dalian_bay;00b7d3
jade_bay;00b7dd
atlantic_labrador_current4;00b7e7
sayak;00b833
kuenga;00b83d
pacific_south_current66;00b84c
odonga;00b860
norfolk_high_sea_1;00b86a
benewah;00b87e
mamele;00b888
african_high_sea32;00b892
mishab_cape;00b897
asiniike;00b90b
tokichan;00b915
east_china_sea2;00b9ab
sumpa_point;00b9b5
indonesia_high_sea50;00b9bf
pohnpei_high_sea_3;00b9c9
lesser_caucasus_mountains10;00b9dd
kuuyuk;00ba1f
harandzuvan;00ba29
dinghai;00ba38
beaupreau;00ba56
pacific_equatorial_countercurrent8;00ba6a
fahrej;00ba74
tescuntee;00ba8d
pagatan;00bb10
sea_of_japan12;00bbd8
lake_kahul;00bbe2
atlantic_labrador_current3;00bbec
hourtin_carcans_lake;00bbf6
malaya_serdoba;00bc24
chapeco;00bc2e
singkhon;00bc38
mahi_kulan;00bc65
pacific_equatorial_countercurrent26;00bc6f
shanha;00bc79
african_high_sea37;00bd97
greenland_high_sea2;00bda6
tai_lake;00bdc4
fiji_high_sea_12;00bdd8
atlantic_southcurrent36;00bdec
atlantic_southcurrent15;00bdf1
bila;00be10
baryang;00be1a
tonggu_liping;00be2e
rtishchevo;00be38
jaboticabal;00be3d
chochocouane_hills;00be47
iviatim;00be51
saw;00be5b
kassai;00be65
loulan;00be79
kadu;00bf06
ulan_ui_lake;00bf92
kaiparowit;00bf9c
recklinghausen;00bfa6
propinsi_coast;00bfc4
red_lake;00bfce
lake_airag;00bfd3
zhukey;00bff1
weyanock;00c01a
mora;00c01f
mobile;00c047
aqyam_nup;00c051
umzimvubu_mouth;00c05b
yahi;00c065
pacific_south_current11;00c06a
hualahuises;00c074
ghorveh;00c07e
nzeto_coast;00c192
chavarria_bar;00c1a6
un_zhallor;00c1b0
bueng_boraphet_lake;00c1b5
dondo_bay;00c1bf
snare_lakes;00c1c9
labrador_sea;00c1dd
koshkarkol_lake;00c1fb
mamburao;00c20b
metabeskega;00c215
sobaipuri;00c229
assen;00c233
jawoyn;00c23d
golashkerd;00c24c
ticamaya;00c256
nanhui;00c260
guriri_coast;00c26a
jaluit_coast_2;00c27e
amado_coast;00c388
yap_high_sea_2;00c392
north_eastern_atlantic27;00c3b5
waccasassa_bay;00c3d3
eastern_irrawaddy_delta;00c3ec
sunnmore;00c40b
zamyany;00c429
umbra;00c42e
gabun_jungle;00c442
muang_sing;00c44c
molomo;00c460
hailun;00c46a
orange_river_mouth;00c58d
african_high_sea13;00c597
banda_sea2;00c5a1
joseph_bonaparte_gulf;00c5ab
indian_coast49;00c5b5
cape_calavite;00c5c4
anuanurunga_coast;00c5d8
mirbat_bay;00c5e2
muojarvi;00c5ec
lake_uvsiin_khar_us;00c5f6
dhi_ain;00c60b
siberut;00c610
uqueten;00c624
hulu_paser;00c642
anlu;00c656
qala_naw;00c65b
chatillon_sur_indre;00c665
pacific_south_current18;00c66f
inverness;00c6ff
zhizhets;00c783
tanwakanwakaghe;00c78d
sept_iles_bay;00c7a6
central_mergui_archipelago;00c7b0
belau_high_sea_6;00c7ba
mecoacan_lagoon;00c7ce
indonesia_high_sea56;00c7d8
yellow_sea1;00c7e2
collique;00c806
mayi_kutuna;00c81a
juterbog;00c838
bemidji;00c83d
itzcuintlan;00c851
koyukuk;00c85b
emms_estuary;00c8fb
charagua;00c979
tollin;00c988
indian_coast12;00c9b0
indian_coast55;00c9ba
western_atlantic_high_sea7;00c9c4
indonesia_high_sea38;00c9ce
north_sea2;00c9e7
acuera;00ca06
mweru;00ca1f
heviksnipahis;00ca33
silsby_lake_upland;00ca3d
salvatierra;00ca47
hiva_oa;00ca5b
khon_san;00ca65
bardhaman;00ca6a
atlantic_southcurrent32;00cafb
pacific_equatorial_countercurrent11;00cb74
qinlingshan1;00cb7e
paria_gulf;00cb92
african_high_sea18;00cb9c
ge_lake;00cbb0
dalai_nur_lake;00cbb5
indian_high_sea3;00cbbf
palm_beach;00cbc9
amatique_bay;00cbe7
yangabad;00cc0b
cheticamp;00cc29
ar_rabadha;00cc33
sandomierz;00cc3d
tumba_ikoko;00cc4c
pohnpei_high_sea_4;00cc56
changtang;00cd74
manna;00cd92
agulhas_cape;00cd97
indian_high_sea30;00cdc9
indonesia_high_sea43;00cdd3
lasolo_bay;00cddd
bombwi;00ce1f
north_pacific_high_sea100;00ce4c
ogasawara_islands_high_sea_4;00cef6
all_saints_bay;00cf74
zhanhe;00cf83
north_eastern_atlantic84;00cf8d
cerocahui;00cf97
alukpaluk_bay;00cfab
yingshan_shunqing;00cfb5
lake_puma_yumco;00cfce
ahrweiler;00cfd8
wizna;00d001
durun;00d00b
mutum;00d010
temirlik;00d024
hahajima;00d02e
kyulyunken;00d042
veurne;00d04c
guben;00d056
scantum_basin;00d0e2
indonesia_high_sea74;00d0f6
aconchi;00d165
tianping;00d179
naklo;00d183
edaula;00d197
heeyoteyoo;00d1a1
andaman_sea4;00d1a6
indian_high_sea2;00d1c4
sahtu_lake;00d1ce
indonesia_high_sea52;00d1d8
jiyang;00d224
campo_mourao;00d23d
bukachacha;00d247
gouveia;00d251
gulf_bahrein;00d2e2
manchar_lake;00d2f1
zhangping;00d35b
minqing;00d36f
pryazha;00d379
apui;00d388
jacquinot_bay;00d392
ugashik_lake;00d3b0
metlakatla_sound;00d3ba
bashi_channel;00d3ce
bustard_bay;00d3d3
penaca;00d406
lingshui;00d410
lori;00d41f
pitahauerat;00d43d
pacific_south_current41;00d447
santa_maria_bay;00d4dd
indonesia_high_sea57;00d4e7
lake_beloye;00d4fb
van_don;00d574
mangbu;00d59c
inner_nicobar_channel;00d5a6
devanahalli;00d5b5
indian_coast30;00d5bf
teiehonwahkhkwatha;00d601
panjshir;00d60b
kua_luziga;00d615
yun;00d61f
xalostotitlan;00d629
vauvau;00d633
pacific_south_current54;00d64c
indonesia_high_sea51;00d6dd
cape_baram;00d6f1
palu_bay;00d6fb
ozero_keppetekh;00d76a
bir_ibn_hermas;00d774
lake_yelmozero;00d77e
zanj_sea;00d788
lubliniec;00d792
cape_lelai;00d7ab
african_high_sea57;00d7b5
kawaiapan_bay;00d7c9
hazelton;00d80b
yakawlang;00d815
yadamah;00d81f
bijar;00d82e
peribonka;00d838
pak_huei_lang;00d842
indian_high_sea29;00d8d3
khadzhibey_liman;00d8dd
hereford;00d8ff
point_of_rocks;00d94c
umballa;00d956
shahr_sabz;00d960
zabana_jungle;00d96a
kutina;00d9ab
gulf_mexico12;00d9bf
bilyar;00d9c4
ulus;00da0b
izboishchi;00da10
tump;00da1a
chandpur_garhi;00da38
setswana;00da42
north_eastern_atlantic45;00dace
chiriqui_gulf;00daec
neria_coast;00daf6
nita_arabia;00db4c
pacific_south_current69;00db5b
tepehuan;00db65
verden;00db97
kosrae_high_sea_4;00dba1
saakak_hukaahaanu;00dba6
capachequi;00dc06
wikipoq;00dc10
altun_shan3;00dc1a
siberian_wasteland_3;00dc24
muhaukamau;00dc3d
hares_eye_lagoon;00dcc4
esperance_bay;00dcd8
ust_yurt_lakes;00dcec
java_sea3;00dcfb
luling;00dd47
nongatl;00dd51
cutzalan;00dd5b
dyunkun;00dd65
pedra_furada;00dd6f
chuuk_high_sea_2;00dd79
sea_of_japan4;00dd83
pabaska;00dd92
kayuadi_island;00ddba
incheh_borun;00de06
masty;00de1a
tansyk;00de1f
godagari;00de33
barents_sea6;00dec4
seychelles_high_sea2;00dece
pukaskwa_point;00dedd
trzemeszno;00def1
shahabad_kerman;00df3d
niagara;00df47
miran;00df51
alchan;00df65
al_majazah;00df74
lake_sasyk_syvash;00df7e
pacific_south_current28;00df88
outer_tomini_bay;00df9c
lake_sulunga;00dfb5
ad_dibdibah;00e001
tanahun;00e00b
vientiane;00e015
stodolichi;00e033
tulemalu_lake;00e0bf
araguapiche_point;00e0c9
korets;00e0d3
irtyash;00e0dd
clarence_gulf;00e0e7
lodgepole_uplands;00e13d
daroot_korgon;00e147
jaiba;00e14c
vicosa;00e156
huaiji;00e160
botany_bay;00e16a
khantau;00e174
botolan;00e20b
bars_khot;00e21f
namdal;00e229
kaharlyk;00e22e
elk;00e2b5
dongping_lake;00e2c9
southern_lake_huron;00e2d3
dile_point;00e2dd
indonesia_high_sea19;00e2e2
onaman_lake;00e2ec
tanjay;00e342
lechang;00e34c
sangihe_islands;00e356
boa_ogoi;00e36a
st_ambroix;00e374
kangean_islands;00e3a1
gulf_mexico13;00e3ab
quba;00e40b
tazewell;00e410
kholunitsky;00e424
texcoco_lake;00e4b5
manitoulin_channel;00e4ce
indian_high_sea7;00e4d8
synya_lake;00e4e2
iguazu;00e542
yerevan;00e556
darmstadt;00e579
fish_lake;00e597
khamra;00e5a1
roti_channel;00e5a6
bandon_bay;00e6c4
seychelles_high_sea1;00e6d8
ralik_high_sea_4;00e6ec
mengmeng;00e72e
ngulu_atoll;00e738
cangwu;00e751
ombabika;00e76f
east_pacific_high_sea46;00e779
north_eastern_atlantic82;00e79c
pinega;00e810
nata;00e81f
weishan_lake;00e8ce
north_eastern_atlantic12;00e8d3
emerald_bank;00e8dd
isa_fjord;00e8e7
kapara_mouth;00e8f1
kyra;00e929
nandu;00e933
the_hague;00e93d
kosciusko_bank;00e951
wanping;00e95b
lantu;00e965
pesagi;00e96a
rongxian;00e974
eastern_atlantic_highseas_6;00e97e
cabias;00e988
arock;00e992
north_eastern_atlantic78;00e99c
situo;00ea15
denmark_strait7;00eac9
new_zealand_high_sea_4;00eae7
minsk;00eaf1
kakoba;00eb1f
linyi_jinan;00eb29
talmont;00eb33
karakum_desert3;00eb3d
kupang;00eb47
nei;00eb56
tungaru_high_sea_5;00eb74
caoni;00eb88
bodmin;00eb92
zealandia_sea;00eb97
north_pacific_high_sea25;00ec01
st_pierre_de_moutier;00ec0b
wollaston_lake;00eca1
gorong_islands;00ecb5
zuiderzee;00ecdd
dubawnt_lake;00ece2
st_lucia_cape;00ecec
comata_cape;00ecf6
badami;00ed2e
amollan;00ed38
palmeira_brasil;00ed42
tecohtzincalpan;00ed4c
ardakan;00ed56
karen_hills3;00ed60
al_ghazalah;00ed6a
ivanovo;00ed79
waika;00ed8d
madawaska;00ee01
maan_jungle;00ee0b
satapo;00ee10
ad_dughmiyah;00ee97
moch_coast;00eeab
ca_river_estuary;00eeb5
lake_lyokshmozero;00eebf
karimata_islands;00eec4
north_eastern_atlantic11;00eed8
yueqing_bay;00eeec
tungaru_high_sea_6;00eef6
mahoning_oh;00ef1a
hlybokaye;00ef24
nicatous;00ef2e
wdpesek;00ef4c
omuthiya;00ef56
buriram;00ef79
mucuri_delta;00ef83
salada_lagoon;00ef8d
fryksdal;00f006
north_eastern_atlantic80;00f0a1
north_eastern_atlantic92;00f0a6
african_high_sea48;00f0c4
indian_coast2;00f0ce
astamba_dongar;01010f
thar_desert_bikaner;010d12
icelandic_highlands;01ff01
forest_of_dang;02010f
lizard_point;020f1c
ewyas;02ffbb
western_ghats_pune;030202
devanagara;031207
hook_head;031635
western_ghats_belgaum;031702
north_sea1;031e33
cardigan_bay;031f15
clyde_firth;032339
guinea_gulf;032b33
western_ghats_karkala;040f01
dublin_bay;042f30
navan;04461d
kundar;047037
nimar_mountains;050303
western_ghats_haleri;050504
western_ghats_kozhikode;050a00
atlantic_capricorn_tropic;050c26
marle;051a56
lyme_bay;052341
karor;052f18
western_ghats_satara;060100
gorumahisani_range;060b01
s_cardamom_hills;070800
simlipal_hills;070d01
coral_sea;071326
bude_bay;071409
montaigu;073441
trim;07722f
tharparkar_desert;08120d
lough_foyle;081b0d
darwar;082f50
north_channel;083131
thal_daman;084c26
alwar;085322
aravali_range;090a00
nilgiri;090b01
st_georges_channel;09304d
castlebar;093b51
kochi;095029
puri;095249
chelmsford;098d12
stranraer;09ab09
palitana;09bd33
adams_bridge;0a0600
pithapuram;0a0853
dadri;0a0ad0
savantvadi;0a1a4d
galway_bay;0a1b28
sihor;0a8a4f
khandesh_mountains;0b0101
khandesh_mountains_2;0b0303
salt_range_3;0b0304
mainpat;0b0601
pir_panjal_range_3;0b0909
solent;0b0941
suleiman_range_2;0b0a0a
western_ghats_bhatkal;0b0b07
kirtar_range;0b0d26
moray_firth;0b0f14
chamba_india;0b3615
liverpool_bay;0b3f3c
wana;0b420a
bloody_foreland;0b5220
pratapgarh;0b5a46
morvi;0b7773
gugera;0bae86
pir_panjal_range;0c0202
sitanadi_hills;0c1102
kirtar_range_2;0c1103
indian_capricorn_tropic;0c2041
milford_haven;0c2123
wicklow_mountains;0c2e21
pentland_firth;0c481e
palamau;0c5e14
agra;0c6457
lathi;0c9f85
tamaki;0cac5f
kells;0ccb54
thar_desert;0d0204
western_ghats_bombay;0d0209
cork_harbour;0d0225
gondwana_hills_2;0d0505
seshachalam_hills;0d0d01
n_nallamalla;0d0d04
lowestoft;0d5292
caen;0e3152
lincoln;0e4d0f
little_rann_of_kutch;0e5f93
longford;0e6141
sambalpur;0e7063
warangal;0e7066
eastern_ghats_jeypore;0f0201
gondwana_hills_3;0f0304
thar_desert_2;0f080a
penchalakona_hills;0f0c05
western_ghats_purandar;0f0f0e
worcester;0f3117
adoni;0f4d35
karnal;0f5e3e
chhaya;0f6665
moycarn;0f719b
hedingham;0fe91e
drogheda;0ff164
suleiman_range_3;100505
suleiman_range_6;101407
garhjat_range;10160b
dharmapuri;10225c
wakefield;1047f7
chaiturgarh;104e82
ludlow;105a98
orchha;107457
ferns;107d32
bastar_impassable;110a02
eastern_ghats_kalahandi;110b0a
solway_firth;110e35
western_ghats_goa;111110
tjust;112906
chengdu;11290b
khotchino;112915
rautavaara;11291f
tristan_high_coast2;112929
kaboudia_cape;112933
pindus_mountains1;11293d
east_jeju_sea;112947
lieksa;112951
east_pacific_high_sea72;112956
cape_bojador;112960
moreno_point;11296a
hornillos_point;112974
rotuma_coast_2;11297e
revillagigedo_high_sea2;112a88
uromi;112a92
revillagigedo_high_sea1;112a9c
east_pacific_high_sea61;112aa1
conchali_bay;112aab
east_pacific_high_sea65;112ab5
kassala;112abf
cape_verde_high_sea2;112ac9
siyara;112ad3
qardho;112add
east_pacific_high_sea70;112ae7
agadir_bay;112aec
qoryooley;112af6
dahlak;112b01
vaxjo;112b0b
katiola;112b15
targu_lapusnei;112b1f
bacau;112b29
port_loko;112b33
abo;112b38
shendi;112b42
sangareya_bay;112b4c
senegal_river_mouth;112b56
pommeranian_coast;112b60
es_semara_coast;112b6a
punta_de_campo;112b74
bouche_du_roy;112c7e
timimoun;112c83
worabe;112c8d
pankshin;112c97
cape_sim;112ca1
rio_nunez_mouth;112cab
gannata_giyorgis;112cb5
bissagos_islands;112cbf
cape_hadid;112cc9
biu;112cce
galapagos_high_sea6;112cd8
canada_high_sea9;112ce2
viedma_lake;112cec
bygdea;112d01
bodebyn;112d0b
tabarida;112d15
castellon_de_la_plana;112d1a
balkan_mountains5;112d24
andorra_la_vella;112d2e
oslo;112d38
stjordal;112d42
pacific_south_equatorial_current11;112d4c
gambaru;112d56
gorouol;112d60
canada_high_sea2;112d65
devarakonda;112d6d
konduga;112e79
lame;112e83
cape_verde_high_sea5;112e8d
mouth_sebou;112e97
mondo;112ea1
pama;112eab
titiqaqa_lake;112eb0
ponta_do_sol;112eba
trafalgar;112ec4
cape_saint_paul;112ece
yelou;112ed8
uyuni_salt_pan;112ee2
cape_verga;112eec
talata_mafara;112f06
kotonkoro;112f10
dorey;112f1a
bodou_sailay;112f24
tignere;112f2e
sagala;112f38
bellona_high_sea_2;112f42
sahel_corridor18;112f47
lake_chad;112f51
chamela_bay;112f5b
chikapunotsu_cape;112f6f
coast_gharb;112ff6
biriri;112ffb
western_atlantic_high_sea58;113079
shioya_cape;113083
canada_high_sea12;11308d
bay_oran;113092
baia_da_parda;11309c
cabaliana_lake;1130a6
west_niger_mouth;1130ba
ookama_cape;1130c4
cape_magroua;1130d8
ponta_grande;1130dd
khemchik;113106
varzuga;113110
uvea_atoll;11311a
pishagar;113124
plain_tamlelt1;113129
atlantic_north_equatorial_current9;11313d
yangsan_bay;113151
ksar_el_kaoua;11315b
tutova;113165
cape_three_points;1131f1
bay_algiers;1131fb
gulf_bejaia;11326f
nouakchott_coast;113274
gomso_bay;11327e
shiriya_cape;113288
azrou;113292
cheonsu_bay;11329c
erimo_cape;1132a6
kyonggi_bay;1132b0
annaba_bay;1132ba
shirepa_cape;1132bf
changsan_cape;1132c9
hakusei_cape;1132d3
treacherous_bay;1132dd
kannon_rock;1132e7
tongliao;113306
datian_shizhou;11330b
bulakan;113315
pacific_south_current64;11331f
tonsberg;113329
mekkari_cape;113333
futoro;11333d
kittila;113347
gulf_tunis;113351
shio_cape;113356
masan_bay;1133f1
taedong_river_mouth;1133fb
daiou_cape;113474
yongil_bay;11347e
hino_cape;113488
samcheok_coast;113492
corinth;1134a1
fiji_high_sea_2;1134ab
suruga_bay;1134b5
azemmour;1134bf
ksar_es_souk;1134dd
gimje;113501
assapasca;11350b
nikopol;113515
nat_tha_hi;11351f
west_miyake;113533
amakusa_sea;113538
bechar;11354c
koshiki_islands;113556
toutoumi_outward_sea;113560
tongatapu_high_sea_2;1135e7
lake_ayakkum;1135ec
east_hachijou;1135f6
kerkennah_islands;11366a
west_seto_sea;113674
sagami_bay;11367e
central_seto_sea;113683
rapa_nui_high_sea1;11368d
pirot;113697
nojima_cape;1136a1
west_jeju_sea;1136ab
east_miyake;1136b5
coast_jeffara;1136bf
aytos;1136d8
bonanza;113701
eastern_carpathians6c;11370b
kapuameut;113715
lopasnya;11371a
tanchaycha;113738
higashihenna_cape;113742
inubo_cape;1137e2
yaeyama_islands;11386f
sliven;113883
lake_yarli;11388d
mifuga;1138a1
chany;1138ab
zanpa_cape;1138ba
hudson_bay3;1138c4
paine_forest;113906
dasht_khaf1;11392e
hapsal;113938
kaiguang;113942
fiji_high_sea_6;113947
kalay;1139e2
hedo_cape;1139ec
alibey_lagoon;1139f6
jieshi_bay;1139fb
hawaii_high_sea14;113a6f
hawaii_high_sea25;113a79
osterholz;113a83
nanyi_lake;113a8d
indian_monsooncurrent12;113a92
petrie_coast;113aa6
haiyang;113aba
torun;113ac4
senj;113ace
pacific_equatorial_countercurrent10;113b29
taliepacana;113b33
atlantic_southcurrent18;113b47
bemetara;113b51
poenari;113bd8
lax_kw_alaams;113bdd
wenchang;113be7
salerno;113bf1
sloop_harbour_point;113bfb
anen_kio_high_sea_3;113c5b
kuki_airani_high_sea_1;113c6f
uluu;113c74
hoh_sai_lake;113c7e
kamodika;113c92
nunatonowago;113ca6
fernando_noronha_coast;113cb0
todos_santos_bay;113cba
indian_southcurrent3;113cbf
hudson_bay1;113cc9
kampong_roessei;113d06
karankawa;113d15
iyo;113d29
arkvaz;113d33
indonesia_high_sea17;113d3d
anen_kio_high_sea_1;113d47
caserta;113dd3
lake_el_rayan;113ddd
odoyev;113df1
chartres;113dfb
greenland_coast8;113e51
pacific_north_current20;113e60
samoa_high_sea_2;113ea1
inotonniicaah;113eb5
indian_southequatorialcurrent24;113ebf
ringkobing_fjord;113ec9
constantinople;113f01
gaxun_gobi;113f0b
sabina;113f15
basarwa;113f1f
al_hawra;113f33
shangnan;113f38
lake_pinchi;113fdd
east_china_sea8;113ff6
mouzon;11404c
anyue;114056
nyanga;114060
bougainville_strait;11406a
niua_high_sea_2;114074
guna_yala_coast;11407e
pacific_easter_current6;114083
krui_bay;1140a1
reao_coast;1140ab
orvietano;1140b5
niue_high_sea_1;1140bf
quipana;114101
rusokastro;11410b
siberian_forests_3;11411a
sudzha;114124
figeac;11412e
moutiers;114138
castres;114142
niue_high_sea_4;1141c9
bakaro_bay;1141ce
indian_southcurrent8;1141d8
chatellerault;1141e2
catalca;1141ec
chelenko_lake;11424c
rieti;114256
carei;114265
pacific_south_equatorial_current45;114283
pacific_easter_current17;11428d
outer_babar_coast;114297
golfete_lake;1142b0
indian_equatorialcountercurrent15;1142ba
tamoio_forest;114306
dongju;114310
goju;11431a
svoge;114324
koro_sea;11432e
taskala;114338
san_francisco_bay;1143c4
hudson_bay_high_sea11;1143ce
como_chamling;1143d8
indian_southcurrent9;1143e2
ras_lanuf;1143ec
tehama_coast;1143fb
berlanga;114442
atlantic_north_equatorial_current30;11445b
marakei_coast;114465
gubbio;114492
nanatsoho;114510
okhotsk_high_sea25;11451a
reims;114524
eastern_carpathians3;1145dd
bungalaut_channel;1145e7
lake_albert;1145f1
cook_bay;1145fb
dasht_kavir1;11463d
olavsvik;114647
gloucester_islands_high_sea_4;114651
atlantic_north_equatorial_current18;11465b
tokelau_high_sea_1;114665
olenyok;11466f
san_matias_gulf;11467e
yap_high_sea_12;114688
msila;114692
malatuna_point;11469c
qingtu_lake;1146a6
batang;114706
wonju;11471f
apica;114729
monte_lagoon;1147ba
tandou_lake;1147bf
alexeyevka;1147c9
bellona_coast_8;1147d3
indian_southequatorialcurrent20;1147dd
teletskoye;1147f1
dongan;11483d
pensacola;114851
cuitzeo_lake;114856
frier_fjord;11486a
pacific_north_current30;114874
daly_river_mouth;11487e
wotje_coast_2;114892
mariana_islands_high_sea_7;1148a1
caspian_sea19;1148ab
grass_creek;11490b
madrona_range;11491f
indian_equatorialcountercurrent2;1149c9
western_atlantic_high_sea54;1149d3
mokumanamana_coast_1;1149dd
lake_sartlan;1149f6
pacific_equatorial_countercurrent33;114a33
eastern_sayan_mountains1;114a38
thi_nai_lagoon;114a42
yosa;114a4c
piri;114a6a
macaw_coast_1;114a74
great_chagos_coast_1;114a83
niutao;114b01
tanumah;114b15
guadalupe_island;114b1a
kharooan;114b24
carasova;114bb5
indian_monsooncurrent1;114bbf
paola;114bce
teke;114bd8
al_ushaydah_cape;114be2
north_pacific_high_sea19;114c38
male_coast;114c42
chalahume;114c56
marataiama_forest;114d06
cerwecerna;114d10
yahualican;114d1a
itaperuna;114d24
krasnye_baki;114dab
santarcangelo;114db0
lake_cildir;114dc4
caribe_sea17;114dce
merampit_island;114de2
indian_southequatorialcurrent11;114dec
tuvalu_high_sea_5;114df6
sholakkorgan;114e2e
tekabket;114e42
kiosaquay;114e47
glencoe_island;114e6f
pacific_kuro_current22;114e83
ralik_high_sea_12;114e8d
zaliv_kresta;114e92
sebkhat_kelbia;114e9c
burchmullo;114f06
toul;114fa6
pacific_north_current75;114fc4
macon;114fd8
vodable;114fdd
indian_equatorialcountercurrent16;114fe7
francavilla;114ff1
new_caledonia_high_sea_2;114ffb
cantagalo;115024
chitagaes;115029
mykonos;115033
taghjijt;11503d
wailaki;115047
elburz_mountains7;11505b
muang_nakhon;115074
turna;11507e
southern_trucial_coast;115092
woodmason_bay;11509c
cape_three_forks;11510b
nauru_high_sea_4;1151b0
east_pacific_high_sea2;1151ba
saylan_cape;1151bf
rotuma_coast_1;1151c9
butrint;1151d3
hoceima_bay;1151dd
ozero_sytygan_lake;1151f1
feldkirch;11521f
east_pacific_high_sea24;115229
cape_cherchell;115233
gulf_stora;11523d
ntiltxitk;115251
cape_bon;115256
huamelula_coast;115260
chortoryisk;11526a
mabunda;115274
gulf_gabes1;11527e
st_helena_highseas_4;115288
atsuta;115301
aracena;11530b
valjevo;115315
picasa_lake;1153ab
dikimdya;1153bf
lampedusa_island;1153d3
coast_of_kurland;1153e7
indian_equatorialcountercurrent17;1153f6
ust_labinsk;115429
margany;115433
indonesia_high_sea44;115456
